model	plddt_full	plddt_h1	plddt_h2	plddt_h3	plddt_l1	plddt_l2	plddt_l3	pdb
7seg_unrelaxed_rank_024_alphafold2_multimer_v3_model_3_seed_004	95.473	93.985	86.319	84.537	95.552	96.48	90.119	7seg
7seg_unrelaxed_rank_005_alphafold2_multimer_v3_model_1_seed_002	95.905	94.008	85.828	85.602	96.623	97.46	92.006	7seg
7seg_unrelaxed_rank_007_alphafold2_multimer_v3_model_2_seed_000	96.268	95.985	94.125	84.73	96.842	97.02	91.618	7seg
7seg_unrelaxed_rank_016_alphafold2_multimer_v3_model_4_seed_001	95.83	94.954	93.32	81.262	96.072	96.083	90.11	7seg
7seg_unrelaxed_rank_003_alphafold2_multimer_v3_model_1_seed_001	96.09	95.22	93.751	82.838	95.968	96.937	90.127	7seg
7seg_unrelaxed_rank_022_alphafold2_multimer_v3_model_5_seed_003	95.458	94.905	93.204	82.031	92.802	95.793	87.648	7seg
7seg_unrelaxed_rank_013_alphafold2_multimer_v3_model_2_seed_003	96.045	94.884	93.108	82.831	96.665	96.937	91.57	7seg
7seg_unrelaxed_rank_019_alphafold2_multimer_v3_model_3_seed_001	95.977	96.225	94.49	85.187	95.157	96.417	89.827	7seg
7sem_unrelaxed_rank_024_alphafold2_multimer_v3_model_5_seed_001	94.001	96.07	94.539	77.289	84.827	93.17	80.362	7sem
7sem_unrelaxed_rank_010_alphafold2_multimer_v3_model_4_seed_000	95.421	97.069	95.705	83.441	87.446	94.583	88.788	7sem
7sem_unrelaxed_rank_015_alphafold2_multimer_v3_model_4_seed_001	95.316	96.884	95.159	83.541	90.11	94.913	84.35	7sem
7sem_unrelaxed_rank_021_alphafold2_multimer_v3_model_3_seed_003	94.571	96.36	94.265	82.39	86.007	93.853	82.171	7sem
7sem_unrelaxed_rank_008_alphafold2_multimer_v3_model_3_seed_004	95.75	96.683	95.421	82.724	92.922	95.477	89.443	7sem
7sem_unrelaxed_rank_013_alphafold2_multimer_v3_model_2_seed_000	95.301	96.499	95.299	79.024	93.154	94.94	90.598	7sem
7sem_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_002	96.254	97.273	96.148	83.762	94.036	96.397	92.337	7sem
7sem_unrelaxed_rank_022_alphafold2_multimer_v3_model_3_seed_002	94.593	96.274	94.546	81.379	86.48	93.623	82.233	7sem
7sem_unrelaxed_rank_004_alphafold2_multimer_v3_model_4_seed_003	95.928	97.094	95.781	82.174	92.72	94.877	91.393	7sem
7sem_unrelaxed_rank_019_alphafold2_multimer_v3_model_5_seed_002	94.781	96.64	94.729	83.07	85.554	94.46	81.488	7sem
7sem_unrelaxed_rank_006_alphafold2_multimer_v3_model_1_seed_003	95.657	96.673	95.546	82.698	92.717	95.727	91.225	7sem
7sem_unrelaxed_rank_003_alphafold2_multimer_v3_model_1_seed_001	95.851	97.095	96.07	83.925	91.517	95.56	93.287	7sem
7sem_unrelaxed_rank_009_alphafold2_multimer_v3_model_2_seed_002	95.523	96.532	95.061	81.155	92.438	95.313	91.632	7sem
7sem_unrelaxed_rank_016_alphafold2_multimer_v3_model_1_seed_000	94.877	96.539	95.311	82.228	85.341	94.77	87.65	7sem
7sem_unrelaxed_rank_020_alphafold2_multimer_v3_model_5_seed_004	94.185	96.311	94.131	78.127	85.528	93.69	79.587	7sem
7sem_unrelaxed_rank_025_alphafold2_multimer_v3_model_5_seed_003	94.098	96.35	94.351	78.226	85.284	93.563	78.77	7sem
7sem_unrelaxed_rank_011_alphafold2_multimer_v3_model_2_seed_004	95.295	96.499	94.837	79.67	93.263	95.353	90.445	7sem
7sem_unrelaxed_rank_014_alphafold2_multimer_v3_model_3_seed_001	95.448	96.631	95.68	82.496	88.11	94.437	90.688	7sem
7sem_unrelaxed_rank_018_alphafold2_multimer_v3_model_2_seed_001	94.825	96.483	95.226	80.138	88.208	94.77	85.354	7sem
7sem_unrelaxed_rank_005_alphafold2_multimer_v3_model_4_seed_004	95.896	97.241	95.788	82.614	93.028	96.04	90.151	7sem
7sem_unrelaxed_rank_002_alphafold2_multimer_v3_model_1_seed_002	96.025	96.546	95.102	85.023	92.917	96.333	92.879	7sem
7sem_unrelaxed_rank_023_alphafold2_multimer_v3_model_5_seed_000	94.374	96.454	95.094	80.246	85.298	93.937	81.219	7sem
7sem_unrelaxed_rank_012_alphafold2_multimer_v3_model_3_seed_000	95.402	96.453	95.814	79.701	90.057	94.273	90.963	7sem
7sem_unrelaxed_rank_007_alphafold2_multimer_v3_model_1_seed_004	95.484	96.407	95.124	81.093	92.438	95.627	92.005	7sem
7sem_unrelaxed_rank_017_alphafold2_multimer_v3_model_2_seed_003	94.622	96.329	94.354	78.377	90.806	94.663	84.498	7sem
7shu_unrelaxed_rank_011_alphafold2_multimer_v3_model_5_seed_001	96.184	91.243	93.999	89.361	93.443	96.69	95.694	7shu
7shu_unrelaxed_rank_025_alphafold2_multimer_v3_model_3_seed_000	96.11	92.062	94.633	90.134	94.256	96.563	95.056	7shu
7shu_unrelaxed_rank_003_alphafold2_multimer_v3_model_4_seed_003	96.182	88.937	94.277	90.946	93.787	97.23	96.013	7shu
7shu_unrelaxed_rank_006_alphafold2_multimer_v3_model_4_seed_001	96.138	90.426	94.294	90.404	93.55	96.897	95.917	7shu
7shu_unrelaxed_rank_004_alphafold2_multimer_v3_model_1_seed_002	95.833	86.779	92.474	88.682	93.826	96.583	95.006	7shu
7shu_unrelaxed_rank_014_alphafold2_multimer_v3_model_5_seed_004	95.943	90.119	93.143	87.849	93.243	96.167	94.897	7shu
7shu_unrelaxed_rank_020_alphafold2_multimer_v3_model_2_seed_000	95.606	87.687	92.73	87.804	93.525	96.06	94.534	7shu
7shu_unrelaxed_rank_018_alphafold2_multimer_v3_model_3_seed_004	96.041	90.62	93.471	89.602	93.992	96.583	95.173	7shu
7shu_unrelaxed_rank_008_alphafold2_multimer_v3_model_1_seed_004	95.954	88.653	92.661	88.999	93.793	96.58	94.842	7shu
7shu_unrelaxed_rank_023_alphafold2_multimer_v3_model_2_seed_001	95.226	88.644	92.276	84.491	91.466	94.957	93.798	7shu
7shu_unrelaxed_rank_010_alphafold2_multimer_v3_model_1_seed_003	96.192	93.694	94.849	88.907	93.4	96.163	94.558	7shu
7shu_unrelaxed_rank_017_alphafold2_multimer_v3_model_2_seed_002	95.606	90.0	92.776	86.835	93.036	95.5	94.188	7shu
7shu_unrelaxed_rank_012_alphafold2_multimer_v3_model_5_seed_000	96.461	91.779	94.687	91.411	95.057	97.23	95.952	7shu
7shu_unrelaxed_rank_005_alphafold2_multimer_v3_model_1_seed_001	95.524	86.721	91.214	85.089	92.568	95.623	94.437	7shu
7shu_unrelaxed_rank_002_alphafold2_multimer_v3_model_4_seed_004	96.135	87.786	93.704	89.411	94.063	96.75	95.632	7shu
7shu_unrelaxed_rank_015_alphafold2_multimer_v3_model_2_seed_004	95.669	88.577	93.607	87.474	92.788	95.687	94.292	7shu
7shu_unrelaxed_rank_024_alphafold2_multimer_v3_model_3_seed_003	95.814	88.056	93.146	89.093	93.48	96.293	94.946	7shu
7shu_unrelaxed_rank_007_alphafold2_multimer_v3_model_4_seed_000	96.319	89.693	94.26	91.938	95.406	97.54	96.033	7shu
7shu_unrelaxed_rank_021_alphafold2_multimer_v3_model_3_seed_002	95.794	87.257	92.687	89.031	94.363	96.46	95.042	7shu
7shu_unrelaxed_rank_019_alphafold2_multimer_v3_model_3_seed_001	95.864	88.903	92.929	88.697	93.344	96.603	95.167	7shu
7shu_unrelaxed_rank_009_alphafold2_multimer_v3_model_1_seed_000	96.016	90.702	93.017	89.211	93.62	96.42	94.812	7shu
7shu_unrelaxed_rank_013_alphafold2_multimer_v3_model_5_seed_002	96.016	90.333	93.857	88.013	93.669	96.393	95.057	7shu
7shu_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_002	96.397	89.438	94.704	90.897	94.749	97.313	96.127	7shu
7shu_unrelaxed_rank_016_alphafold2_multimer_v3_model_5_seed_003	96.121	91.287	93.981	89.593	94.312	96.79	95.306	7shu
7shu_unrelaxed_rank_022_alphafold2_multimer_v3_model_2_seed_003	95.614	90.076	93.009	87.076	92.818	95.56	94.014	7shu
7shz_unrelaxed_rank_015_alphafold2_multimer_v3_model_2_seed_002	95.974	90.083	93.374	88.423	89.432	95.333	94.833	7shz
7shz_unrelaxed_rank_021_alphafold2_multimer_v3_model_2_seed_004	95.78	88.7	92.919	87.851	90.083	95.23	94.59	7shz
7shz_unrelaxed_rank_007_alphafold2_multimer_v3_model_4_seed_003	96.195	94.459	95.704	87.281	89.632	94.833	95.034	7shz
7shz_unrelaxed_rank_010_alphafold2_multimer_v3_model_4_seed_004	95.817	87.542	92.617	87.724	90.261	95.44	95.306	7shz
7shz_unrelaxed_rank_024_alphafold2_multimer_v3_model_3_seed_002	96.001	88.411	92.776	89.239	91.181	95.79	95.014	7shz
7shz_unrelaxed_rank_005_alphafold2_multimer_v3_model_1_seed_001	93.675	90.752	88.983	69.008	87.629	95.063	86.716	7shz
7shz_unrelaxed_rank_008_alphafold2_multimer_v3_model_4_seed_002	96.273	95.111	96.053	89.473	89.581	95.29	95.388	7shz
7shz_unrelaxed_rank_022_alphafold2_multimer_v3_model_3_seed_004	96.405	93.584	95.323	89.819	91.807	95.897	95.278	7shz
7shz_unrelaxed_rank_019_alphafold2_multimer_v3_model_2_seed_001	95.876	92.979	94.991	85.271	89.393	94.58	94.02	7shz
7shz_unrelaxed_rank_016_alphafold2_multimer_v3_model_2_seed_003	95.847	91.651	94.029	86.521	87.925	94.647	94.207	7shz
7shz_unrelaxed_rank_013_alphafold2_multimer_v3_model_5_seed_001	96.053	86.124	91.866	88.039	91.857	96.003	95.603	7shz
7shz_unrelaxed_rank_003_alphafold2_multimer_v3_model_1_seed_004	96.296	94.59	95.533	88.29	90.889	95.563	94.369	7shz
7shz_unrelaxed_rank_011_alphafold2_multimer_v3_model_5_seed_004	96.024	87.098	92.669	87.951	91.418	95.54	95.536	7shz
7shz_unrelaxed_rank_004_alphafold2_multimer_v3_model_1_seed_002	95.9	88.536	92.116	88.577	90.862	95.937	94.312	7shz
7shz_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000	96.097	95.118	95.206	86.004	90.751	95.21	94.481	7shz
7shz_unrelaxed_rank_025_alphafold2_multimer_v3_model_2_seed_000	95.619	92.854	94.391	83.561	88.218	93.92	93.5	7shz
7shz_unrelaxed_rank_014_alphafold2_multimer_v3_model_5_seed_000	96.38	93.867	95.231	86.959	91.313	95.293	95.359	7shz
7shz_unrelaxed_rank_009_alphafold2_multimer_v3_model_5_seed_002	96.278	87.437	92.936	89.594	92.218	96.167	95.792	7shz
7shz_unrelaxed_rank_020_alphafold2_multimer_v3_model_4_seed_001	95.852	93.66	94.84	87.119	89.432	94.773	93.458	7shz
7shz_unrelaxed_rank_006_alphafold2_multimer_v3_model_4_seed_000	96.106	93.651	94.811	87.527	90.125	95.167	95.18	7shz
7shz_unrelaxed_rank_018_alphafold2_multimer_v3_model_3_seed_001	96.504	93.831	95.34	90.443	92.25	96.147	95.402	7shz
7shz_unrelaxed_rank_023_alphafold2_multimer_v3_model_3_seed_000	96.415	94.194	95.257	88.597	91.331	95.437	95.054	7shz
7shz_unrelaxed_rank_017_alphafold2_multimer_v3_model_5_seed_003	95.995	88.937	92.411	86.911	90.369	95.187	95.104	7shz
7shz_unrelaxed_rank_012_alphafold2_multimer_v3_model_3_seed_003	96.842	95.326	96.061	91.96	91.864	96.333	95.7	7shz
7shz_unrelaxed_rank_002_alphafold2_multimer_v3_model_1_seed_003	96.008	94.287	95.044	86.456	89.307	95.107	94.049	7shz
7si0_unrelaxed_rank_022_alphafold2_multimer_v3_model_2_seed_004	95.879	93.62	95.026	84.532	91.531	95.213	94.257	7si0
7si0_unrelaxed_rank_016_alphafold2_multimer_v3_model_2_seed_001	96.141	94.736	95.51	86.309	91.343	95.19	94.356	7si0
7si0_unrelaxed_rank_013_alphafold2_multimer_v3_model_5_seed_002	96.298	94.473	94.991	85.973	92.456	95.187	94.798	7si0
7si0_unrelaxed_rank_019_alphafold2_multimer_v3_model_3_seed_001	96.705	94.91	95.25	90.862	94.194	96.397	95.209	7si0
7si0_unrelaxed_rank_003_alphafold2_multimer_v3_model_1_seed_002	95.689	92.861	93.179	83.69	92.212	94.877	93.693	7si0
7si0_unrelaxed_rank_021_alphafold2_multimer_v3_model_2_seed_002	95.943	93.089	94.41	85.022	91.849	95.357	94.221	7si0
7si0_unrelaxed_rank_024_alphafold2_multimer_v3_model_5_seed_003	92.721	90.314	87.91	65.499	88.073	94.457	83.889	7si0
7si0_unrelaxed_rank_005_alphafold2_multimer_v3_model_1_seed_001	93.609	91.159	89.233	67.325	89.345	95.393	85.854	7si0
7si0_unrelaxed_rank_010_alphafold2_multimer_v3_model_4_seed_002	95.79	93.013	93.537	83.294	92.326	95.06	93.964	7si0
7si0_unrelaxed_rank_007_alphafold2_multimer_v3_model_4_seed_001	96.504	94.688	95.839	89.811	93.864	96.647	95.632	7si0
7si0_unrelaxed_rank_015_alphafold2_multimer_v3_model_3_seed_004	96.777	94.756	95.544	91.071	94.067	96.687	95.938	7si0
7si0_unrelaxed_rank_008_alphafold2_multimer_v3_model_4_seed_004	96.192	94.036	95.154	88.143	93.636	96.107	95.424	7si0
7si0_unrelaxed_rank_017_alphafold2_multimer_v3_model_3_seed_000	96.683	94.603	95.169	90.601	94.581	96.437	95.334	7si0
7si0_unrelaxed_rank_012_alphafold2_multimer_v3_model_5_seed_004	96.404	94.842	95.509	87.099	92.814	95.747	95.161	7si0
7si0_unrelaxed_rank_002_alphafold2_multimer_v3_model_1_seed_004	96.175	94.602	95.349	86.691	93.007	95.94	94.693	7si0
7si0_unrelaxed_rank_023_alphafold2_multimer_v3_model_3_seed_003	96.597	94.146	94.946	90.326	94.444	96.333	95.25	7si0
7si0_unrelaxed_rank_018_alphafold2_multimer_v3_model_3_seed_002	96.603	94.389	94.741	89.64	93.806	95.94	95.449	7si0
7si0_unrelaxed_rank_025_alphafold2_multimer_v3_model_4_seed_003	92.145	89.571	87.9	64.845	87.575	93.71	81.054	7si0
7si0_unrelaxed_rank_011_alphafold2_multimer_v3_model_2_seed_000	95.743	93.312	94.117	82.642	91.488	94.373	93.513	7si0
7si0_unrelaxed_rank_006_alphafold2_multimer_v3_model_4_seed_000	96.505	95.45	95.973	89.174	94.074	96.417	95.536	7si0
7si0_unrelaxed_rank_014_alphafold2_multimer_v3_model_2_seed_003	96.168	91.244	93.161	88.885	93.205	96.377	94.93	7si0
7si0_unrelaxed_rank_009_alphafold2_multimer_v3_model_5_seed_001	96.492	94.382	95.313	86.874	92.693	96.103	95.193	7si0
7si0_unrelaxed_rank_020_alphafold2_multimer_v3_model_5_seed_000	96.717	95.562	95.947	89.151	94.42	96.25	95.359	7si0
7si0_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000	96.487	95.738	95.6	88.036	93.627	96.19	95.354	7si0
7si0_unrelaxed_rank_004_alphafold2_multimer_v3_model_1_seed_003	93.572	90.381	88.804	66.495	89.806	95.71	87.458	7si0
7so9_unrelaxed_rank_024_alphafold2_multimer_v3_model_5_seed_002	94.119	93.124	92.979	75.06	96.831	93.839	92.375	7so9
7so9_unrelaxed_rank_005_alphafold2_multimer_v3_model_1_seed_000	94.085	92.74	92.113	72.455	97.11	94.304	92.672	7so9
7so9_unrelaxed_rank_008_alphafold2_multimer_v3_model_4_seed_002	95.213	95.001	94.729	80.445	97.312	94.76	94.327	7so9
7so9_unrelaxed_rank_021_alphafold2_multimer_v3_model_2_seed_003	93.954	92.901	93.02	73.032	96.712	93.939	92.487	7so9
7so9_unrelaxed_rank_010_alphafold2_multimer_v3_model_5_seed_003	95.567	95.24	94.906	83.299	97.514	95.276	94.408	7so9
7so9_unrelaxed_rank_015_alphafold2_multimer_v3_model_3_seed_004	95.195	94.667	94.676	82.223	97.155	94.553	94.202	7so9
7so9_unrelaxed_rank_004_alphafold2_multimer_v3_model_2_seed_004	95.383	94.854	94.738	81.399	97.399	95.597	94.153	7so9
7so9_unrelaxed_rank_022_alphafold2_multimer_v3_model_5_seed_000	93.877	92.573	92.458	73.498	96.581	93.429	92.255	7so9
7so9_unrelaxed_rank_003_alphafold2_multimer_v3_model_1_seed_001	94.672	93.708	93.12	75.553	97.243	95.061	93.326	7so9
7so9_unrelaxed_rank_019_alphafold2_multimer_v3_model_2_seed_002	94.211	92.697	92.688	74.292	97.094	94.563	93.124	7so9
7so9_unrelaxed_rank_013_alphafold2_multimer_v3_model_4_seed_001	94.759	94.333	94.715	77.909	96.963	94.089	93.495	7so9
7so9_unrelaxed_rank_016_alphafold2_multimer_v3_model_3_seed_003	95.051	94.569	94.547	81.647	97.106	94.491	93.952	7so9
7so9_unrelaxed_rank_009_alphafold2_multimer_v3_model_5_seed_001	95.822	95.707	95.448	85.016	97.588	95.501	94.639	7so9
7so9_unrelaxed_rank_020_alphafold2_multimer_v3_model_5_seed_004	95.168	94.771	94.542	81.551	97.262	94.741	93.611	7so9
7so9_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_004	94.747	93.707	93.125	76.207	97.38	95.197	93.466	7so9
7so9_unrelaxed_rank_006_alphafold2_multimer_v3_model_4_seed_003	95.267	95.09	94.972	80.881	97.317	94.89	94.144	7so9
7so9_unrelaxed_rank_011_alphafold2_multimer_v3_model_4_seed_004	95.138	94.934	94.787	80.51	97.219	94.724	93.885	7so9
7so9_unrelaxed_rank_014_alphafold2_multimer_v3_model_3_seed_002	95.423	95.077	94.87	83.772	97.361	94.954	94.538	7so9
7so9_unrelaxed_rank_025_alphafold2_multimer_v3_model_2_seed_000	93.451	91.884	91.969	71.084	96.458	93.459	91.86	7so9
7so9_unrelaxed_rank_007_alphafold2_multimer_v3_model_1_seed_003	94.401	93.318	92.667	74.462	97.062	94.689	92.846	7so9
7so9_unrelaxed_rank_012_alphafold2_multimer_v3_model_3_seed_001	95.555	95.119	95.161	84.201	97.293	94.983	94.686	7so9
7so9_unrelaxed_rank_002_alphafold2_multimer_v3_model_1_seed_002	94.543	93.083	92.583	74.349	97.513	94.954	93.664	7so9
7so9_unrelaxed_rank_017_alphafold2_multimer_v3_model_2_seed_001	94.215	93.293	93.4	73.867	96.776	94.269	92.625	7so9
7so9_unrelaxed_rank_018_alphafold2_multimer_v3_model_3_seed_000	94.663	93.849	93.799	78.364	96.787	94.15	93.476	7so9
7so9_unrelaxed_rank_023_alphafold2_multimer_v3_model_4_seed_000	93.12	91.672	92.333	68.645	95.812	92.007	91.412	7so9
7stz_unrelaxed_rank_019_alphafold2_multimer_v3_model_4_seed_000	91.578	89.692	89.313	72.052	91.753	93.579	84.858	7stz
7stz_unrelaxed_rank_022_alphafold2_multimer_v3_model_4_seed_001	91.633	90.126	89.817	72.388	92.23	93.787	84.936	7stz
7stz_unrelaxed_rank_016_alphafold2_multimer_v3_model_3_seed_004	95.894	95.067	95.83	90.757	96.703	97.396	96.558	7stz
7stz_unrelaxed_rank_013_alphafold2_multimer_v3_model_5_seed_004	95.665	94.614	95.266	86.974	96.492	96.741	95.812	7stz
7stz_unrelaxed_rank_003_alphafold2_multimer_v3_model_1_seed_000	96.53	95.958	96.437	94.129	97.276	98.054	97.025	7stz
7stz_unrelaxed_rank_024_alphafold2_multimer_v3_model_4_seed_004	91.225	89.452	89.477	73.699	90.71	92.447	82.188	7stz
7stz_unrelaxed_rank_010_alphafold2_multimer_v3_model_2_seed_004	95.789	94.402	95.0	92.673	97.266	97.991	97.095	7stz
7stz_unrelaxed_rank_005_alphafold2_multimer_v3_model_1_seed_002	96.397	95.379	96.085	92.081	97.216	97.823	96.84	7stz
7stz_unrelaxed_rank_015_alphafold2_multimer_v3_model_3_seed_003	95.861	94.489	95.397	92.196	96.886	97.706	96.34	7stz
7stz_unrelaxed_rank_007_alphafold2_multimer_v3_model_2_seed_001	95.998	94.972	95.87	93.729	97.219	98.009	96.952	7stz
7stz_unrelaxed_rank_008_alphafold2_multimer_v3_model_2_seed_003	96.102	93.553	95.215	92.507	97.25	97.883	96.837	7stz
7stz_unrelaxed_rank_021_alphafold2_multimer_v3_model_3_seed_000	92.155	89.516	89.687	74.488	91.884	94.053	85.071	7stz
7stz_unrelaxed_rank_018_alphafold2_multimer_v3_model_5_seed_001	95.695	94.627	95.296	90.059	96.402	97.027	95.735	7stz
7stz_unrelaxed_rank_012_alphafold2_multimer_v3_model_4_seed_003	96.026	95.459	96.12	94.083	97.263	98.036	96.688	7stz
7stz_unrelaxed_rank_017_alphafold2_multimer_v3_model_5_seed_002	95.534	94.154	95.153	89.47	96.356	97.063	95.928	7stz
7stz_unrelaxed_rank_002_alphafold2_multimer_v3_model_1_seed_004	96.409	95.917	96.137	94.496	97.332	98.213	97.141	7stz
7stz_unrelaxed_rank_023_alphafold2_multimer_v3_model_3_seed_001	91.74	89.501	89.983	73.835	91.741	93.134	83.457	7stz
7stz_unrelaxed_rank_014_alphafold2_multimer_v3_model_5_seed_003	95.317	94.432	95.193	85.665	96.247	96.447	95.599	7stz
7stz_unrelaxed_rank_025_alphafold2_multimer_v3_model_3_seed_002	90.948	89.402	89.348	71.559	89.804	91.41	81.551	7stz
7stz_unrelaxed_rank_009_alphafold2_multimer_v3_model_2_seed_002	96.107	94.526	95.015	92.479	97.086	97.91	96.881	7stz
7stz_unrelaxed_rank_006_alphafold2_multimer_v3_model_2_seed_000	96.267	95.39	96.113	93.642	97.242	98.046	96.918	7stz
7stz_unrelaxed_rank_011_alphafold2_multimer_v3_model_4_seed_002	95.971	95.729	96.266	93.814	97.294	98.073	96.952	7stz
7stz_unrelaxed_rank_004_alphafold2_multimer_v3_model_1_seed_001	96.454	95.948	96.304	93.934	97.101	97.939	96.811	7stz
7stz_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_003	96.634	95.667	96.357	94.83	97.527	98.259	97.336	7stz
7stz_unrelaxed_rank_020_alphafold2_multimer_v3_model_5_seed_000	92.08	90.423	90.466	75.133	92.102	93.097	83.673	7stz
7vux_unrelaxed_rank_015_alphafold2_multimer_v3_model_4_seed_002	95.834	90.781	93.804	85.723	98.178	98.207	94.042	7vux
7vux_unrelaxed_rank_010_alphafold2_multimer_v3_model_2_seed_004	96.095	92.584	94.889	89.15	98.208	98.353	93.028	7vux
7vux_unrelaxed_rank_021_alphafold2_multimer_v3_model_5_seed_004	95.793	91.758	94.265	84.711	97.885	98.103	91.742	7vux
7vux_unrelaxed_rank_012_alphafold2_multimer_v3_model_1_seed_003	95.573	91.462	93.984	85.313	97.875	97.98	92.056	7vux
7vux_unrelaxed_rank_008_alphafold2_multimer_v3_model_2_seed_001	96.159	92.75	95.056	89.261	98.198	98.373	92.938	7vux
7vux_unrelaxed_rank_024_alphafold2_multimer_v3_model_3_seed_002	95.97	92.389	94.423	87.55	98.022	98.147	92.736	7vux
7vux_unrelaxed_rank_002_alphafold2_multimer_v3_model_4_seed_000	96.165	91.711	94.228	85.212	98.127	98.083	94.41	7vux
7vux_unrelaxed_rank_017_alphafold2_multimer_v3_model_1_seed_002	95.533	91.195	93.835	86.581	97.992	98.107	92.208	7vux
7vux_unrelaxed_rank_022_alphafold2_multimer_v3_model_3_seed_003	96.113	92.835	94.759	88.138	97.972	98.167	92.606	7vux
7vux_unrelaxed_rank_013_alphafold2_multimer_v3_model_3_seed_004	96.092	92.29	94.609	86.85	97.978	98.107	93.028	7vux
7vux_unrelaxed_rank_019_alphafold2_multimer_v3_model_3_seed_000	96.119	92.954	94.662	87.593	98.002	98.167	92.89	7vux
7vux_unrelaxed_rank_011_alphafold2_multimer_v3_model_1_seed_001	95.865	92.524	94.424	87.287	98.053	98.187	92.16	7vux
7vux_unrelaxed_rank_016_alphafold2_multimer_v3_model_5_seed_000	95.95	92.204	94.234	85.289	97.948	98.23	92.438	7vux
7vux_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_004	96.283	91.844	94.509	85.251	98.217	98.167	94.889	7vux
7vux_unrelaxed_rank_009_alphafold2_multimer_v3_model_2_seed_003	96.025	92.171	94.749	88.499	98.198	98.31	93.257	7vux
7vux_unrelaxed_rank_014_alphafold2_multimer_v3_model_5_seed_001	96.059	92.57	94.826	85.551	97.982	98.187	92.394	7vux
7vux_unrelaxed_rank_006_alphafold2_multimer_v3_model_4_seed_003	96.085	91.33	94.321	85.606	98.208	98.227	94.327	7vux
7vux_unrelaxed_rank_003_alphafold2_multimer_v3_model_4_seed_001	96.299	92.382	94.705	86.974	98.292	98.31	94.738	7vux
7vux_unrelaxed_rank_004_alphafold2_multimer_v3_model_1_seed_004	95.834	92.181	94.374	85.806	98.002	98.107	92.382	7vux
7vux_unrelaxed_rank_025_alphafold2_multimer_v3_model_5_seed_002	95.686	91.384	93.711	84.918	97.917	98.123	91.286	7vux
7vux_unrelaxed_rank_020_alphafold2_multimer_v3_model_2_seed_002	95.724	91.073	94.015	88.188	98.167	98.25	92.623	7vux
7vux_unrelaxed_rank_007_alphafold2_multimer_v3_model_1_seed_000	95.73	91.929	94.101	84.98	97.917	98.023	92.092	7vux
7vux_unrelaxed_rank_005_alphafold2_multimer_v3_model_2_seed_000	96.274	93.42	95.164	89.457	98.187	98.393	93.144	7vux
7vux_unrelaxed_rank_023_alphafold2_multimer_v3_model_5_seed_003	95.82	91.774	94.266	85.13	97.832	98.103	91.59	7vux
7vux_unrelaxed_rank_018_alphafold2_multimer_v3_model_3_seed_001	96.256	93.305	94.92	88.824	98.033	98.23	93.132	7vux
